ts,asset,items,status,status_time,power_avg,cycle_time,alarm,product
2022-09-03 19:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 19:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 19:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 19:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 19:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 19:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 19:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 20:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 20:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:25:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0,3
2022-09-03 21:25:00+00:00,2,0.0,1.0,60.0,1.0,0.0,0,2
2022-09-03 21:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 21:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 21:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 22:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 22:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-03 23:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-03 23:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:40:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0,3
2022-09-04 00:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 00:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 00:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:15:00+00:00,2,0.0,1.0,60.0,1.0,0.0,0,2
2022-09-04 01:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 01:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 01:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 02:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 02:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 03:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:50:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0,3
2022-09-04 03:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 03:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 04:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 04:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:10:00+00:00,2,0.0,1.0,60.0,1.0,0.0,0,2
2022-09-04 05:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 05:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 05:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 06:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 06:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:05:00+00:00,1,0.0,1.0,60.0,1.0,0.0,0,3
2022-09-04 07:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 07:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 07:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:00:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:10:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:15:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:15:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:20:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:20:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:25:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:25:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:30:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:30:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:35:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:35:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:40:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:40:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:45:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:45:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:50:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 08:50:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:55:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 08:55:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 09:00:00+00:00,2,0.0,1.0,60.0,1.0,0.0,0,2
2022-09-04 09:00:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 09:05:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
2022-09-04 09:05:00+00:00,2,0.0,1.0,60.0,0.0,0.0,0,2
2022-09-04 09:10:00+00:00,1,0.0,1.0,60.0,0.0,0.0,0,3
